,name,price,product_url,image,rating,tiki_now,freeship,under_price,discount_%,installment,gift
410,Thẻ nhớ 64gb camera Hikvision-Hàng Chính Hãng.,129900,https://tiki.vn/the-nho-64gb-camera-hikvision-hang-chinh-hang-p111466126.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112070600_MD_PID.111466128&itm_medium=CPC&itm_source=tiki-reco&spid=111466128,https://salt.tikicdn.com/cache/200x200/ts/product/1f/0a/15/070e049a1e2f111a00fa312f312df9c8.jpg,4.8,True,False,True,0,False,False
411,Tổ ong vàng loại dày - ảnh chụp thật,30000,https://tiki.vn/to-ong-vang-loai-day-anh-chup-that-p143643473.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_rulebase-newsku-listing-selected-w-competitor-v1_UNK_RB_PID.143643487&itm_medium=CPC&itm_source=tiki-reco&spid=143643487,https://salt.tikicdn.com/cache/200x200/ts/product/b4/7d/72/061aaba154a30eb08efc854dc9ecfbe6.jpg,0.0,False,False,False,0,False,False
412,Kính viễn vọng  Carson RP-200SP zoom 25-56x80mm đi kèm với một bộ điều hợp điện thoại thông minh - Hàng chính hãng,10288000,https://tka.tiki.vn/pixel/pixel?CLICK=&data=djAwMTp9Rf9sHNhxELqT5jTODI9PPadmMNfFvlpJ_4qCrFYnBfZVZzpvIQSpQcM8-7ptE0DysTodYIYyODb1LaNQ0EMbK506tyTukDo2wDFUBXa39K5kBmuLZi802QC5w_HW0-r-B_rku81uCcEO_2yGVV2qy6aQ3AeIbQjJ4xdJK0m-_7VwdYk_SxxnbCnORXPTgyIey6UJDndJpXyleu3yjQZO1cCTlcLFSnJVBuPyfjAH7CyL0pY3YO1wRK5S6Gno-lTmEdbp3w0nuwUTYeaDDDwFYehzY953-UPcKM9cVzyG3cDf6uAGFf7SOB4aIFJWmq88_Rrtd1PqVkPuu3LoUhc0XYJTUtOCmRmImTpSsW6CqXc16oFkCFPr_FVbj7lkpYILGs4QwMvsUalxsJHNxI242Q3v84rD_ovkjzWDuwh_6kF_mRhdEqoMj4tzbxE5BtSuaoC6FteuwBo4Rn0AxA4zmvtlBS8J1lqYilEjCqzvrjbYVbvEKHr8BpAydRwOHMJe4LydrFFqXmfRp9hEH3K8c6CLB_GowPpUCq5WpBlH_2UwZcQOwi_FbKPjY3sAHtZsHhl_A0az_RXhGudXTftKq-NGK_42pEUIffG4UAP0aCIoAw5jUerqqvBgUxrXj5Za4XYVczUwHhb0FXsqYzCPGqiyYTDMFDWRl6mNWmVt71qMukzgEpG9XruKsz9rC6h9eMqXEMeqXMjG4WAH-aCbRmPsOk1yc7_DT90gkm6M730UUQh710MGeeeB-SVR23K4ixQR2-nUA42bfwHulLlAdFbx9BTFgPf-jq4vBw2cn93M-u4YJ4fAULHpNd1DP7xPIODAzNhw8QRHqUdei7eIKthgWHYEYfDWn4cOAn0hy0DYHjwdUaJT2EU6ROYMTB5_lmkBZ9AFaDlhh4IbkDBn07Vvh_Du8qlG9MmoOahfjby0SRS4wX2H2ZMYFrLGyaC61k8aMtkRSKbdtaE4h05C9sMFUKwwfdABuOmXFrzdjdofeSxQsXqQrNkUVXJH6KPv8nMQSw41nqjrnXVweIYPk3XJqYetoHpMBqlfkl-7Sa85tmUEBmCWXdoUfyhfHrPSRQjN_82_HTQqGndm8PLjWuIBroPVOKn3pUqt-p-FHIb0ATXzNO2W09d0vloWzsZiIMxZ5McLloyBfBqTwg--Y2-YaAr_LlE&itm_campaign=CTP_YPD_TKA_PLA_UNK_ALL_UNK_UNK_UNK_UNK_X.419_Y.208509_Z.1220627_CN.Quang-cao-chuyen-nganh&itm_medium=CPC&itm_source=tiki-ads&reqid=98WUCTs6rK&pos=29&redirect=https%3A%2F%2Ftiki.vn%2Fkinh-vien-vong-carson-rp-200sp-zoom-25-56x80mm-di-kem-voi-mot-bo-dieu-hop-dien-thoai-thong-minh-hang-chinh-hang-p70824025.html%3Fspid%3D70824026,https://salt.tikicdn.com/cache/200x200/ts/product/c5/2a/06/6d0d678bfb2206f354d732bf279ef25d.jpg,0.0,False,True,False,0,False,False
413,Camera 2M IP WIFI EZVIZ C6N CV246 C6CN 1080P FULL HD [Có cổng Lan]_Hàng chính hãng,550000,https://tiki.vn/camera-2m-ip-wifi-ezvis-c6n-cv246-c6cn-1080p-full-hd-co-cong-lan-_hang-chinh-hang-p124896072.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_rulebase-newsku-listing-selected-w-competitor-v1_UNK_RB_PID.142417223&itm_medium=CPC&itm_source=tiki-reco&spid=142417223,https://salt.tikicdn.com/cache/200x200/ts/product/63/7f/54/24c98b44f15d9b9e8cafff066236d367.jpg,0.0,False,False,False,0,False,False
414,Camera IP Wifi Ngoài trời Yoosee PTZ FullHD 3.0  LED trợ sáng đàm thoại 2 chiều - hỗ trợ xoay 355 độ.HÀNG CHÍNH HÃNG,449900,https://tiki.vn/camera-ip-wifi-ngoai-troi-yoosee-ptz-fullhd-3-0-led-tro-sang-dam-thoai-2-chieu-ho-tro-xoay-355-do-hang-chinh-hang-p96597607.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112070600_MD_PID.96597608&itm_medium=CPC&itm_source=tiki-reco&spid=96597608,https://salt.tikicdn.com/cache/200x200/ts/product/8a/ee/fb/86ea0c35f8170a2f6667899324613cd5.jpg,4.2,False,False,True,0,False,False
415,Khăn Gia Đình Size 40x80cm (Chọn Màu)(K7) [Chính hãng],18500,https://tiki.vn/khan-gia-dinh-size-40x80cm-chon-mau-k7-chinh-hang-p143710478.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_rulebase-newsku-listing-selected-w-competitor-v1_UNK_RB_PID.143710566&itm_medium=CPC&itm_source=tiki-reco&spid=143710566,https://salt.tikicdn.com/cache/200x200/ts/product/d3/ce/a0/7121845e902b4216d1d9adc472c17cb5.jpg,0.0,False,False,False,0,False,False
416,Máy quay phim DJI Osmo Pocket 2 Chống Rung 4K 60fps Basic -  Hàng Chính Hãng - Bảo Hành 12 Tháng,8690000,https://tka.tiki.vn/pixel/pixel?CLICK=&data=djAwMTLwY8Vu0si41FKyl3-sgrfMw1oPLR5Iv_JlFSJkE_S2FVknu-wtvBJ5ngcYn08CuisOao6yNNUofLIo-2SXrXrKMQJZyOSnLgAvnNssgtBa5j7wdlbnTRopqCvRsGoe3hjNPk9P38Dyr0dzL389uZoAOz5r6SjkM7r664lyAQCCKhwPvPTUpi9nmW0xhNDstwdCEGuBqpFq5fybdrSeOAKBYWB1HmKTDU5IgRoCwAOgJr5IazGrc1-UXffJiNlJeewORPbLRKI60HLJKBV2ER60H_n6YWs_bE-DAn-CUlhKSKEswip1sTwapweTXO1vRzX4Flp8vxeT9PGWQKMMeuG_GvHKlUNiSP9ClrIuoH30D6bYC4x37b6sx-OVKlYL4q5tvS64qWNujQJCUu6OyTklW3ljnHkvF7CkP4yESKGvUKZOpWox34mZovPFeRyA6H0YbJdnSqll6A6c8Z0jKdqnUfD6Tz8e1rAyg7Ls6b_kxoqVdKzCxFsVNMXnsI7Y4kB0_xaFsdxmyjXO5Xvj4vlRk26LEOQytx8qqHfMbN3gzEgYxphuCRvq58ukYOXnrCp71xwWuRP72qbZ0uypxiTamioMacoAuhn7i5_LKJpA2xafioTnrwMWpV2oL_f7AqrGuiVsppYTN8r5dU-Ve4ZtfW3DkY-ZdgVbgMDH1-kVBHKv2Z_fvLMvLfoEV3VftbpMarpEDRVyM3f78DAaOXt4-nvhATzDWeQ4uJYtqsy2fNqpK8LD59X-_P_A75epBuU9tf1HN65m9ryt5Udy4pa8zj08tPKOiyHXtakfrW8Z_xyt5OIdTWIRHwgNLafumZWmyQBg4ESsML7NDJ7Z9P0Ge5_1wgB9G0XpyKBzZCn53fTQzvJnovjrMlsR-LPsqTM2Z6AQAgncwBfxAzuY93vqASE0K8Gfx2m6dt7OYc_J-wCqzf1Szcs3vLn0K99GYtovnb1pvDEQ3rXAPJyMZ7BlebOEG0R34pdJGnRwl5CSOlcCH9GXZS2teX80QeGwH6_YgqJzRVuVJG4PE9CrmtSELG2XHnTbz0J4Gci4L9edv00S2nKLOx2bSnXF9Uhn3f0NdS0HeYH-6JDoCDCOaUxbM7i5ctu-oHjYIWSX5vAAnmAqPrzDrc-pbPRArXGERaquDcADFoWBeDIDif6cjPxf8eb9PtXQbzlUYOIjgA&itm_campaign=CTP_YPD_TKA_PLA_UNK_ALL_UNK_UNK_UNK_UNK_X.65947_Y.578691_Z.1222786_CN.Pocket-2-Auto-3000&itm_medium=CPC&itm_source=tiki-ads&reqid=98WUCTs6rK&pos=33&redirect=https%3A%2F%2Ftiki.vn%2Fmay-quay-phim-dji-osmo-pocket-2-chong-rung-4k-60fps-basic-hang-chinh-hang-bao-hanh-12-thang-p93191023.html%3Fspid%3D93191024,https://salt.tikicdn.com/cache/200x200/ts/product/80/2d/a7/5c6a4df668b9862c4182fd86d64ee9f2.jpg,2.5,False,False,False,0,False,False
417,Dây PE x12 ( 12 lõi ) Siêu bền + Siêu mịn -,165000,https://tiki.vn/day-pe-x12-12-loi-sieu-ben-sieu-min-p144892564.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_rulebase-newsku-listing-selected-w-competitor-v1_UNK_RB_PID.144892623&itm_medium=CPC&itm_source=tiki-reco&spid=144892623,https://salt.tikicdn.com/cache/200x200/ts/product/70/6e/b4/5597c5ea87dca889a40e78578a60e943.jpg,0.0,False,False,False,50,False,False
418,Camera Wi-Fi TP-Link Tapo C200 1080P (2MP) An Ninh Gia Đình Có Thể Điều Chỉnh Hướng - Hàng Chính Hãng,490000,https://tiki.vn/camera-wi-fi-tp-link-tapo-c200-an-ninh-gia-dinh-co-the-dieu-chinh-huong-hang-chinh-hang-p47868431.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112070600_MD_PID.63150138&itm_medium=CPC&itm_source=tiki-reco&spid=63150138,https://salt.tikicdn.com/cache/200x200/ts/product/d1/67/07/568d9a7a34490629c353958397cbda29.png,4.8,True,True,False,0,False,False
419,Camera quan sát Wifi HQ V99 4k xem từ xa qua điện thoại - Hàng chất lượng cao,617000,https://tiki.vn/camera-quan-sat-wifi-hq-v99-4k-xem-tu-xa-qua-dien-thoai-hang-chat-luong-cao-p94740140.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_rulebase-newsku-listing-selected-w-competitor-v1_UNK_RB_PID.143765710&itm_medium=CPC&itm_source=tiki-reco&spid=143765710,https://salt.tikicdn.com/cache/200x200/ts/product/41/72/43/cb6146751e779341479b1faa5f065107.png,0.0,False,True,True,4,False,False
420,"Camera Wifi Yoosee 3.0 Mpx Full HD, Dòng Ngoài Trời Xoay 360° 4 râu 20 LED Xem Đêm Có Màu-Đàm Thoại 2 Chiều-Phát Hiện Chuyển Động Chống Trộm-Hàng Nhập Khẩu",599000,https://tka.tiki.vn/pixel/pixel?CLICK=&data=djAwMeBkyylWrQ8I60a6vvVPr9kq7XzSpPrEJVF1uDTIn_w7WNWj8wS8QiovgcvI7RKoSMXCUaj9wZwKPukfz7EDYVErweHsAf_bX3WlP2ZKD4QGOW-Iz66eUhxepBpZ3y9pYoL7zZ_5odzVqjAmqtPwgXjBSRCGnWCG91aYettKOnCldUsLJZd32jsmgxpORu_JyWtRlipRkdwBOl4FJA6tVKZNysX-H0EV3NGF2t3p7qvtTu6h_bgvuAspUQWM9uVweXhLK2Lx96ZXwEZN_D4WgQJzGQwqYleDvsAeWXd-Q0mC6irnFWIbL4v5JtWaZ0WezCsKqhLBAoNs3u9GnRdlO9eRmdzssqmwV6-MaZ_wMWLeH9McKp2MnquxpZFZaY1R7aEDG9PDaNjnBEFF54zPqxerzk9MG_P3HSPyulQoFw7-Vb2F9_eu2UX5ge7PWoD29r3VifO6vC4E24T2JEHiUJT_JsoT83yauljcK0uc4I693hsJY9NI55UN9XUK_pxi7b_2Gu7I1useWy3V4hkjQQ5RTE_xb3gikJjXu7XESg2FU9wj5Ib2mC09QpqqtXgviZiZoGXZLYnK56NEobPMPZMmAl4NMXYA4dAnjwBzvpD21JMpU38KSZ8BGUJKQASBHEChnMtRuI794SEWWEhR2XmU7pURe6xrk-VA0VnpreIisW2cB19jlFRHE3eAcpnFeISKwgtej13iOfwiRmwJkOt1p6QPZS_qKXCR1Z2ykwe4b39yYWDhyBPNSX5s829DSPYKcjVqBoFKI9jxWmzNMTncB-nAxCN1CcyF-qWC3KHRVcOd2ZXenw1ljxJTryjcaDGDjV0h8Mcxny5-KChV5130IagxcfgIKDRkDFWRFOmg7xGXyf5Gt4_Zrh_2U4RYwyZAWrg_u11HdY0E9baXKT5bjR7vHJ-Ab15o2Sy4-4jrAoUKOZT4w5afyf7QuOoqyaRiE6w7vSG0uNphZ75XqjoN58SAq_rA4J4DPKmsYrLeZ3OxRVnJegYdFHHWE38dK9dDJMP1fEP3fJMY_VGmw9dYGx4Mmn661gA1X-1CuZDw0YIAD1b_vjMjQ_5Y5UzTRNt_fHsSDPQGa6E4C6VWFtF8F72rH5_6MYqRPIIIm4Pbf8H7qjuGdyAMlQiTi7iWm_CjHYOydb09fdW-0ou7DJgaoDG1vMGOectpN0Ffsiwb0eI0acypA-XPxP5M5lM&itm_campaign=CTP_YPD_TKA_PLA_UNK_ALL_UNK_UNK_UNK_UNK_X.77342_Y.685682_Z.1384172_CN.Thiet-lap-camera-08%252F10%252F2021&itm_medium=CPC&itm_source=tiki-ads&reqid=98WUCTs6rK&pos=37&redirect=https%3A%2F%2Ftiki.vn%2Fcamera-wifi-yoosee-3-0-mpx-full-hd-dong-ngoai-troi-xoay-360-4-rau-20-led-xem-dem-co-mau-dam-thoai-2-chieu-phat-hien-chuyen-dong-chong-trom-hang-nhap-khau-p97547691.html%3Fspid%3D97547693,https://salt.tikicdn.com/cache/200x200/ts/product/d5/31/69/7f042521af8e0d1642c10689c35f8a64.jpg,4.7,True,False,False,0,False,False
421,Camera Quan Sát KBVision KX-2112C4 -  Hàng chính hãng,390000,https://tiki.vn/camera-quan-sat-kbvision-kx-2112c4-hang-chinh-hang-p14378459.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_rulebase-newsku-listing-selected-w-competitor-v1_UNK_RB_PID.145274883&itm_medium=CPC&itm_source=tiki-reco&spid=145274883,https://salt.tikicdn.com/cache/200x200/ts/product/f2/4f/ed/6afb3ba1d88ec423b01827cf6cb981cc.jpg,0.0,False,False,False,0,False,False
422,"Camera Xiaomi Wifi 360 Mi Home Security Độ Phân Giải Full HD 1080P Đàm Thoại 2 Chiều Cảm Biến Chuyển Động, Chế Độ Chống Trộm - Hàng chính hãng",799000,https://tiki.vn/camera-xiaomi-wifi-360-mi-home-security-do-phan-giai-full-hd-1080p-dam-thoai-2-chieu-cam-bien-chuyen-dong-che-do-chong-trom-hang-chinh-hang-p75540518.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112070600_MD_PID.75540519&itm_medium=CPC&itm_source=tiki-reco&spid=75540519,https://salt.tikicdn.com/cache/200x200/ts/product/c2/33/88/13d4a58fc687ad6d978ac6aba286b3bb.jpg,4.6,True,True,False,33,False,False
423,"Chân Đế Chụp Hình Tripod TF 3110 - 3, Tiện Dụng",69000,https://tiki.vn/chan-de-chup-hinh-tripod-tf-3110-3-tien-dung-p143700876.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_rulebase-newsku-listing-selected-w-competitor-v1_UNK_RB_PID.143700881&itm_medium=CPC&itm_source=tiki-reco&spid=143700881,https://salt.tikicdn.com/cache/200x200/ts/product/a3/2c/d8/32f289bb8f9df93482c1d708c93731f4.jpg,0.0,False,True,False,0,False,False
424,Ống Nhòm Barska Lucid 8x21mm - Hàng chính hãng,746000,https://tka.tiki.vn/pixel/pixel?CLICK=&data=djAwMTqfJY-XQO_AYdcUP0_T8dO77agyJvsX3ZaIAEbWYvrrOacZm_M2XE2O_B5H6Zhrukhmc3lryGSDUYmWhL-rcmBkXUCzoIqGvEtgMMS-BeKdAV2x2sN8O95YZ8Co-FSKeAfrsMIiLF5WnnqwhEE11Ys2ILYe2JfIp_KHPZTZdzvLGPN1sUZL3e_m7NUCs4BHsBDw5Wub7u2AUMDuvi271mdBHXVDyrbxPUclsSh-8-bjHnTue13zR64a2TTluBpwCiwAXRmxy1U9xd4LTjqhkN4NyAgB_hG-kiaeskBtG5jJ_ezjVYOF2_rMuuogeyWzYyCrOuMLqcwgYNumvfAF3b5sD2ixyUROMUii2FPP6gXWNhMe5MgA90Sl23rFnfWi4lH3qoMJFKGTYwjnKvLHhXQD2Qn4sFkGLX3K4CnZT1scByX8QovxsLXwslULWK7iSNSqhaGXpEFHgYWpIltcilNptm7Mp8gSqp4kwaNmRjC2yrNiM8dugctPHbuk4Sv41hY920ZAa8WVeyA2rmLzHqHr6i-bNFa1F_BvbW3qM2lLQq-_6rRQcKusMfWqAUOXkvsmtRu6xYQwj_nuNeR_sISl35EjkprOPky0V4usOirBBRyE8eZFa7g54yzLirG2raek2r3enK8zqAT8CJteaXn730Ikr09mHOv4pN47x15uHKcd-MoJjbz8fmBXf-vE1IwcpoX-5ioITYJfWXuWyyWLy7DcxSu267zevrVbhV7e10u6OLm7AiJCNvfDh9V67w_irRU4WOkHXKLw6BksbVgaVVSphLRE2cNAU1LvKsl5yOhqPadAoPsnXM9fK2751bqBUUMS_kxFUPGdY1-IHOcXLBXuHRAB9VXlrBGk3Ky1bcBnfveFgCrW4p6ITzK_j1YstPfnv_oEZkPWuNMUQGdk-mG299lCX7uNp_DX1m5M7QTTOMNI9HVchh5xfUulQ3ObWcBk8ufUS826d6X3352s_oDz4JlHKQrjapEHrbmpocjxocN698imIRFKwOuOWZTnNRykOB4BIKnuhkr_9ZYhBvRqvfgETrwTQj-46y4O74hWwflvUF5vqprJQL9X394e3wIDxZIVvPe6S-P-SY2HMEmDQDghYOZ9zOS2e1arv87bzg75UVJQAEJNXRPXW3gPdjui8AHrGvRpswZC6kbMSbS2ACuJ2Z7Uiw&itm_campaign=CTP_YPD_TKA_PLA_UNK_ALL_UNK_UNK_UNK_UNK_X.419_Y.408112_Z.945685_CN.Quang-cao-chuyen-nganh&itm_medium=CPC&itm_source=tiki-ads&reqid=98WUCTs6rK&pos=41&redirect=https%3A%2F%2Ftiki.vn%2Fong-nhom-barska-lucid-8x21mm-hang-chinh-hang-p7389203.html%3Fspid%3D7389205,https://salt.tikicdn.com/cache/200x200/ts/product/b8/2a/4f/82eb88f3bb6f7a440e52e9aeca1aeed9.jpg,4.3,False,True,False,0,False,False
425,Tay Cầm Chống Rung Máy Ảnh S40 Giúp Ổn Định Máy Ảnh Khi Di Chuyển  TP'S,665000,https://tiki.vn/tay-cam-chong-rung-may-anh-s40-giup-on-dinh-may-anh-khi-di-chuyen-freeship-tp-s-p144196871.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_rulebase-newsku-listing-selected-w-competitor-v1_UNK_RB_PID.144196873&itm_medium=CPC&itm_source=tiki-reco&spid=144196873,https://salt.tikicdn.com/cache/200x200/ts/product/d2/1c/e3/2c0e3ae90f780d134348e07fb4af410e.jpg,0.0,False,True,False,0,False,False
426,"Camera nội soi lấy ráy tai cho Bé tặng kèm đầu lấy ráy tai, camera nội soi tai mũi họng chuyên nghiệp",135000,https://tiki.vn/camera-noi-soi-lay-ray-tai-cho-be-tang-kem-dau-lay-ray-tai-camera-noi-soi-tai-mui-hong-chuyen-nghiep-p81135664.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112070600_MD_PID.81135665&itm_medium=CPC&itm_source=tiki-reco&spid=81135665,https://salt.tikicdn.com/cache/200x200/ts/product/06/10/3c/8bb3b46c8bb0bc35e1e1c706b1b09e87.jpg,4.0,True,True,False,0,False,False
427,Camera IP Wifi Ngoài Trời Ezviz C3X Bản Mắt Kép Có Màu Ban Đêm Full HD 1080P - Hàng Chính Hãng,1461000,https://tiki.vn/camera-ip-wifi-ngoai-troi-ezviz-c3x-ban-mat-kep-co-mau-ban-dem-full-hd-1080p-hang-chinh-hang-p91120230.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112070600_MD_PID.95480427&itm_medium=CPC&itm_source=tiki-reco&spid=95480427,https://salt.tikicdn.com/cache/200x200/ts/product/16/fd/42/50d111bc9855f56c42abfe6546cbaad6.jpg,4.5,True,False,False,21,False,False
428,"Camera Wifi Trong Nhà Yoosee 3.0 Full HD, 3 Râu, Xoay 360 độ , Đàm Thoại 2 Chiều, Cảm Biến Báo Động – Hàng nhập khẩu",341000,https://tka.tiki.vn/pixel/pixel?CLICK=&data=djAwMSn1EukO5BUsZcbJDLu0Bo_v0ZyzcKf4NTvIifjlbBz-x9kEkoM-Y3M-JX4_mIaPxFGDSjbe3bxdOTadRI_eVTJ2KE_zTiVeBaM2pDeaCuYzlyDyap3MZnhImWsfmyNPKNCNgwQGKnUfLozKB9YhDlzV1MC2BESbmG2_U9frMkTG3ADO-sAMnQyYHvIat3Slq1vevv8LtxDnAaWLXNycHZ1Gkv7r3pJgPCA0wgTzIOpChbz3StHQ6n3_0cC-vWXYr8ALHMje1GBW-iUIhQL6ZYU-71s9o2KtEnMV5ulnbugUyetDczHwTizhoOP5HkbOjI2atDHEEIwD1oQd-dbbIw21c5uE6jYpkEHEje-Tmm5lGTP7rFa46UR-6cKWtPcPL_zTCpAJQolzF58L6MlMLlyEWWzKruahu9EwHyJb5aNzaXFlnR9GFxJu-wgD_4UUATcRKFUIVBzolne1_GzTMcta7pfdVESdd513kvPUDjytYlFDKLSHh1FBx7UAf-qOiVaOp2UfuWVORQdnfxMLfhD7t40x7-8Oby1cVAMAf-28j4iQfWjY4sfFPmbzC40xhwlqebhkCzISX953skj26DDONCK0rGGrEP-hKcRhvJQrn9X2tQU4Wi7gfO4p7BrR8ZWLTCsmNSRhZZAouTeSApNMJkfXDjAdDVFiFFQpoQ1ukPiIj1ZXOWaH4mGPVojyLEtBqKmrGHrZcKh3Vl4LYR2eKdwyNEw9MHCQS7xaH2sMpPvIliFdCbuzNxYZlYaWx9k5Cody4JRH4Hk_3hZsc0eY29iTDlGLLqt6leyDkC12tsewVCjgYDV0kkzTcjP5U9TnQK_YAnzI9A8jMF2OSrHQX_PhZeC-CUHQYgXHMqi4qyH5h0V1iGPNc1sL9OcqPaV4_OCf00y1SC3z-9ARUieA8sYnwmC6AZmJzR4bqunDDbZ3Jvl7UNUA_O0LMMbplJIYC4tJUAWGaBv39lkl6qE2o7ubuWBMLDKIVquFFOFgGW3yBeRHhwnQo5jWk7rN7shOBHm9gRrztDJlqWJtohvud2oO0GcK8XOvqQuvJy5kkM6dAtxever-44F7VrBUbkos_kW_rPnR8Opqc02u24K9zr2-U1Tl_p0ozSs2-B-3GVfHdvfffRPn0Ge0bvIaRUG1Aw1hBVEa-CAn9Qin1TxkNO4pIToXDQ8AYe2icCaCvLKIdqDzF2SWOemGN_aO&itm_campaign=CTP_YPD_TKA_PLA_UNK_ALL_UNK_UNK_UNK_UNK_X.77342_Y.685682_Z.1384165_CN.Thiet-lap-camera-08%252F10%252F2021&itm_medium=CPC&itm_source=tiki-ads&reqid=98WUCTs6rK&pos=45&redirect=https%3A%2F%2Ftiki.vn%2Fcamera-wifi-trong-nha-yoosee-3-0-full-hd-3-rau-xoay-360-do-dam-thoai-2-chieu-cam-bien-bao-dong-hang-nhap-khau-p106641569.html%3Fspid%3D106641571,https://salt.tikicdn.com/cache/200x200/ts/product/e4/88/66/9e5990bba07ae8966adecb5a6292cd37.jpg,4.7,False,False,False,3,False,False
429,Camera Wifi thông minh EZVIZ C6N 1080P (CS-C6N-A0-1C2WFR) - TẶNG KÈM THẺ 32GB - HÀNG CHÍNH HÃNG,620000,https://tiki.vn/camera-wifi-thong-minh-ezviz-c6n-1080p-cs-c6n-a0-1c2wfr-tang-kem-the-32gb-hang-chinh-hang-p54478250.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112070600_MD_PID.76694341&itm_medium=CPC&itm_source=tiki-reco&spid=76694341,https://salt.tikicdn.com/cache/200x200/ts/product/64/23/22/e8710e677a47ce9a619c675e5b3e85e1.png,4.6,False,True,False,0,False,False
430,Vỉ 5 Viên Pin CR2032 Panasonic ( CR-2032/5BE x 1 Vỉ ) Lithium 3 V,77000,https://tiki.vn/vi-5-vien-cr2032-panasonic-lithium-3-v-p32923633.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112070600_MD_PID.32923634&itm_medium=CPC&itm_source=tiki-reco&spid=32923634,https://salt.tikicdn.com/cache/200x200/ts/product/d9/e5/26/5fdca5622d92250bdc102d71bcb58cb1.jpg,4.8,True,True,False,4,False,False
431,"Camera Xiaomi 360 Imilab Home Security Chất Lượng Cao 1296x2304, Đàm Thoại 2 Chiều, Chế Độ Hồng Ngoài Ban Đêm, Chế Độ Chống Trộm - Hàng chính hãng",899000,https://tiki.vn/camera-xiaomi-360-imilab-home-security-chat-luong-cao-1296x2304-dam-thoai-2-chieu-che-do-hong-ngoai-ban-dem-che-do-chong-trom-hang-chinh-hang-p75664666.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112070600_MD_PID.75664667&itm_medium=CPC&itm_source=tiki-reco&spid=75664667,https://salt.tikicdn.com/cache/200x200/ts/product/a0/ea/e1/28f372e684d49d49858bbb59d9da7a46.jpg,4.5,True,True,False,0,False,False
